Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
DeKalb,Eggslap Enterprises LLC,160703414,6,4812137.42,4348840.64,463296.78,1747460,1284163.22,463296.78,160175.73,136620.47,23555.26
McHenry County,Weiseguys LLC,160703413,4,1172075.21,1078676.96,93398.25,385878,292478.35,93399.65,32269.35,27523.85,4745.5
Lincoln,Holly E. Maestas,160703409,6,2652709.37,2421976.94,230732.43,892725,661992.47,230732.53,79442.69,67759.94,11682.75
Aurora,"JTE FAMILY PROPERTIES, L.L.C., SERIES E",160703403,5,3958355.55,3640970.99,317384.56,1470754,1153369.44,317384.56,109496.14,93393.76,16102.38
East Moline,"Bethany Enterprises, Inc.",160703402,6,5437719.56,4910584.28,527135.28,1704784,1177648.72,527135.28,181866.49,155121.42,26745.07
Beecher,Station 21 LLC,160703399,6,2295171.61,2057322.64,237848.97,904606,666757.03,237848.97,82300.6,70197.57,12103.03
Peoria,"LaGondola Spaghetti House #3, Inc.",160703394,6,3874872.44,3528831.62,346040.82,1329175,983133.06,346041.94,119306.11,101761.08,17545.03
Pope County,"SAND BUCKET, INC.",160703393,3,480264.44,438648.65,41615.79,145636,104020.2,41615.8,14363.01,12250.82,2112.19
Lynwood,"BANK SHOTS BAR AND GRILL, INC.",160703391,6,3703814.97,3371321.9,332493.07,1524106,1191612.61,332493.39,114720.27,97849.67,16870.6
Decatur,"Pearl's Entertainment Group, LLC",160703385,6,16387698.29,15002797.18,1384901.11,6035953,4651051.89,1384901.11,477418.29,407209.71,70208.58
Hoffman Estates,"Shelby's - Roselle Road Hoffman Estates, LLC",160703375,6,6903802.5,6270947.93,632854.57,2315323,1682302.71,633020.29,218499.45,186367.18,32132.27
Lincoln,"Elite Entertainment II, Inc.",160703374,6,3453806.2,3134988.97,318817.23,1025839,707021.77,318817.23,109923.52,93758.28,16165.24
Cicero,"Shelby's - South Cicero, LLC",160703373,6,10575453.4,9567217.69,1008235.71,4160953,3152717.29,1008235.71,347947.67,296778.91,51168.76
Alton,"BLUFF CITY GRILL, LLC",160703352,6,1744740.6,1587158.39,157582.21,622696,465113.79,157582.21,54407.92,46406.73,8001.19
McHenry,ADDISON'S STEAKHOUSE LLC,160703335,3,464570.95,419128.91,45442.04,170208,124765.96,45442.04,15608.74,13313.35,2295.39
Marengo,"LA PLACITA TAQUERIA #2, LLC",160703331,5,219949.73,198870.38,21079.35,93022,71942.59,21079.41,7246.26,6180.62,1065.64
Blandinsville,"Slups Bar & Grill, LLC",160703305,5,464716.73,414184.24,50532.49,180070,129537.51,50532.49,17525.93,14948.58,2577.35
Aurora,Chan's Gourmet Inc.,160703295,5,5932510.76,5363101.28,569409.48,2111402,1541992.52,569409.48,197040.93,168064.32,28976.61
McHenry,3 Queens Inc.,160703292,6,11683562.94,10604106.15,1079456.79,3770605,2691148.21,1079456.79,371897.66,317206.85,54690.81
Streator,"Anna Maria Pizza, Inc.",160703269,6,661989.78,594280.03,67709.75,213722,146012.25,67709.75,23314.36,19885.79,3428.57
Valmeyer,4 T's Inc.,160703266,4,1201000.46,1112206.76,88793.7,435620,346826.3,88793.7,30671.11,26160.65,4510.46
Oakbrook Terrace,"En Fuego OBT, LLC",160703258,6,4798251.1,4339807.12,458443.98,1773009,1314565.02,458443.98,158316.86,135034.96,23281.9
Ogle County,"A&J Restaurant Enterprises, Inc.",160703255,5,1043848.33,949124.12,94724.21,333491,238766.79,94724.21,32698.6,27890,4808.6
Morgan County,"Maxamillion's, Inc.",160703252,6,4908540.66,4485349.29,423191.37,1674375,1251183.6,423191.4,145500.07,124103.03,21397.04
Summit,"VOUNO, INC.",160703244,5,182924.44,163206.84,19717.6,72538,52820.4,19717.6,6831.47,5826.83,1004.64
Lake Zurich,"BEERABILITY LAKE ZURICH, LLC",160703221,6,7240484.68,6575799.43,664685.25,2305411,1640725.75,664685.25,229632.22,195862.78,33769.44
Tazewell County,"Mad Dog Cleaning, LLC",160703220,6,7503618.77,6859923.9,643694.87,2273614,1629919.13,643694.87,221573.11,188988.84,32584.27
Buffalo Grove,"La Presa Restaurant, Inc.",160703210,6,2866567.32,2621922.63,244644.69,1012805,768160.16,244644.84,84627.63,72182.41,12445.22
La Salle County,"Lee'z Place, Inc.",160703194,6,3227245.28,2915718.61,311526.67,1106882,795355.79,311526.21,107713.38,91873.17,15840.21
Buffalo Grove,"The Continental Restaurant, Inc.",160703193,6,12330702.92,11330001.46,1000701.46,4191098,3190341.54,1000756.46,344954.58,294225.98,50728.6
Peotone,"DV Ents, Inc.",160703191,6,4563806.58,4156751.31,407055.27,1582552,1175496.33,407055.67,140307.59,119674.08,20633.51
St. Charles,"ALEXANDER'S CAFE 64, INC.",160703185,5,350576,314188.3,36387.7,156839,120451.3,36387.7,12621.16,10765.11,1856.05
Jasper County,"The Hill, LLC",160703182,6,3608905.95,3286161.44,322744.51,1273676,950931.42,322744.58,111140.02,94795.88,16344.14
East Peoria,Station 5 Pizza Incorporated,160703168,6,3454401.36,3140508.72,313892.64,1151418,837525.06,313892.94,108214.42,92300.56,15913.86
St. Charles,L. A. MANSON CORPORATION,160703156,6,3999357.41,3673600.79,325756.62,1389944,1064188.04,325755.96,112532.06,95983.24,16548.82
Hartford,"Hartford Hideout, Inc.",160703141,6,1149241.5,1051010.18,98231.32,404205,305973.68,98231.32,33818.9,28845.52,4973.38
Carbondale,"Sunrise Motel Enterprises, Inc.",160703130,6,2381290.02,2148987.43,232302.59,782802,550499.36,232302.64,80222.72,68425.25,11797.47
Cary,"750 Cucina Rustica, LLC",160703129,5,849381.33,770800.99,78580.34,282847,204266.1,78580.9,27111.69,23124.66,3987.03
Berwyn,EMWDP2 INC.,160703110,3,817213.64,726926.1,90287.54,307835,217547.46,90287.54,31140.43,26560.95,4579.48
Urbana,"Northgate Gaming, Inc.",160703109,6,8568182.04,7816861.15,751320.89,3039930,2288609.11,751320.89,259069.2,220970.78,38098.42
Lake County,"TIME 2 BITE, INC.",160703098,5,672731.26,609626.19,63105.07,236870,173764.93,63105.07,21772.46,18570.62,3201.84
Midlothian,J P FLANNERY INC.,160703094,6,6351481.08,5769944.58,581536.5,2493701,1912163.74,581537.26,200443.07,170966.16,29476.91
Normal,"Cardinal Restaurant Group, LLC",160703092,6,3694065.49,3330414.62,363650.87,1340588,976937.13,363650.87,125591.88,107122.48,18469.4
Carmi,"MF INVESTMENTS OF ILLINOIS, LLC",160703067,3,305972.96,276662.21,29310.75,67007,37696.31,29310.69,10123.84,8635.06,1488.78
Waterloo,"Cardinal Restaurant Group, LLC",160703059,6,5576036.69,5074042.37,501994.32,1827167,1325172.68,501994.32,173243.78,147766.74,25477.04
Dunlap,Cardinal Restaurant Group - Dunlap LLC,160703045,6,4587678,4203696.08,383981.92,1409773,1025791.08,383981.92,132369.33,112903.24,19466.09
Madison County,"DEI HOLDINGS, LLC",160703031,6,4199624.34,3819135.59,380488.75,1508255,1127766.25,380488.75,131501.06,112162.68,19338.38
Merrionette Park,"JAY BAVAJI 27 INC.,",160703029,6,8882752.89,8139727.81,743025.08,2980654,2237627.02,743026.98,256015.92,218366.52,37649.4
Rockford,"Mulligans of Rockford, Inc.",160703018,6,5631605.88,5091585.13,540020.75,2153526,1613505.25,540020.75,186240.66,158852.35,27388.31
Assumption,Knotty Pine Bar & Grill LLC,160703008,5,1418021.71,1307080.89,110940.82,522290,411329.19,110960.81,38240.27,32616.7,5623.57
St. Charles,Onesti Entertainment Corporation,160703007,6,1561210.66,1448315.31,112895.35,653707,540811.45,112895.55,38947.87,33220.25,5727.62
Belleville,"RON & MICHELE CENTERFIELD TAVERN, LLC",160702996,6,4278562.57,3885691.55,392871.02,1486989,1094117.98,392871.02,135418.75,115504.23,19914.52
Watseka,"WASH N WINNIE'S OF MOMENCE, INC.",160702994,6,7734988.76,7056126.65,678862.11,2681811,2002948.89,678862.11,234175.54,199737.98,34437.56
Glenwood,DPS Investment Group Inc.,160702992,6,7461451.51,6799984.42,661467.09,2582574,1921106.91,661467.09,227962.71,194438.78,33523.93
Madison County,Route 66 Kick Stand LLC,160702980,6,3703150.87,3403844.21,299306.66,1328944,1029630.24,299313.76,103258.98,88073.83,15185.15
South Jacksonville,"DJ VENTURES, INC.",160702976,6,6090427.78,5627719.91,462707.87,2143448,1680740.13,462707.87,159311.34,135883.22,23428.12
Minooka,"Roxi's Gaming Parlor, LLC",160702974,6,6676742.48,6046757.88,629984.6,2240145,1610160.4,629984.6,216847.31,184958.02,31889.29
Bushnell,Gotawin LLC,160702945,6,5458399.66,4935754.42,522645.24,1957644,1434998.96,522645.04,180239.16,153733.41,26505.75
Huntley,Millie's LLC,160702930,6,12021474.6,10924738.01,1096736.59,4107506,3010666.51,1096839.49,378155.32,322544.25,55611.07
Streamwood,SUPERMERCADO FIESTA MEXICANA INC.,160702929,5,1287368.97,1164476.57,122892.4,443701,320808.6,122892.4,42462.96,36218.4,6244.56
Genoa,"RUBY'S ENTERPRISES, LLC",160702901,6,3267505.33,2973339.75,294165.58,1131565,837399.42,294165.58,101354.79,86449.66,14905.13
Morris,"The Bigger Bite, Inc.",160702900,6,1185698.95,1096129.85,89569.1,348736,259166.75,89569.25,30811.71,26280.58,4531.13
Oakbrook Terrace,"G.O.B.T., INC.",160702886,6,6287734.24,5706510.9,581223.34,2260702,1679478.66,581223.34,200455.83,170977.05,29478.78
Berwyn,Lacey's Place LLC Series Berwyn,160702878,6,6537572.72,5915459.42,622113.3,2525407,1903293.62,622113.38,214562.95,183009.58,31553.37
Beecher,Lacey's Place LLC Series Beecher,160702877,6,8512165.94,7706881.92,805284.02,2643882,1838597.98,805284.02,278036.87,237149.12,40887.75
Maywood,Lacey's Place LLC Series Maywood,160702876,6,7267816.73,6579231.78,688584.95,3055261,2366656.32,688604.68,237350.14,202445.7,34904.44
Justice,Lacey's Place LLC Series Justice,160702875,6,6482998.82,5975180.96,507817.86,2192384,1684566.29,507817.71,175111.01,149359.4,25751.61
Bellevue,"Bellevue Tap, Inc.",160702870,6,5857072.29,5320095.81,536976.48,2076160,1539183.52,536976.48,185230.7,157990.92,27239.78
Ashton,Lirim Neim Mimini,160702868,6,2569289.73,2331384.59,237905.14,827497,589591.86,237905.14,82163.02,70080.21,12082.81
South Chicago Heights,HANI'S GYROS INC.,160702858,6,3136591.87,2845383.93,291207.94,1270627,979419.16,291207.84,100499.29,85719.98,14779.31
Benld,"SCW, Incorporated",160702857,5,345005.38,321159.03,23846.35,136943,113096.65,23846.35,8241.98,7029.92,1212.06
St. Charles,NLHM Inc.,160702847,6,2906580.35,2649802.09,256778.26,780268,523468.74,256799.26,88503.9,75488.59,13015.31
Matherville,"Peterson's Paddock, Inc.",160702844,5,1708201.81,1575578.37,132623.44,535897,403273.21,132623.79,45881.63,39134.35,6747.28
Melrose Park,"Slap Shot, LLC",160702843,6,4976608.1,4542477.26,434130.84,1997907,1563775.91,434131.09,148801.82,126919.2,21882.62
Moline,"JRW Electrical Enterprises, Inc.",160702833,5,2271379.65,2074807.07,196572.58,713066,516493.26,196572.74,67825.43,57851.11,9974.32
McHenry,Papajay LLC,160702822,5,246565.62,222308.04,24257.58,87211,62953.42,24257.58,8247.64,7034.75,1212.89
Peru,"Water Street Pub, Inc.",160702821,6,651309.01,609343.26,41965.75,239557,197591.25,41965.75,14268.26,12169.99,2098.27
Tinley Park,LAU & HUANG INC.,160702820,5,1851120.13,1691085.53,160034.6,642583,482547.25,160035.75,55131.8,47024.19,8107.61
Vandalia,"PMK, Inc.",160702807,6,4187612.05,3867428.77,320183.28,1246385,926201.72,320183.28,110413.59,94176.31,16237.28
Urbana,MALA LLC,160702804,6,12040263.37,11023596.87,1016666.5,4550094,3533427.5,1016666.5,350894.71,299292.57,51602.14
Tinley Park,"Dragon Palace, Inc.",160702802,6,3240656.52,2929006.38,311650.14,1117070,805419.86,311650.14,107400.46,91606.3,15794.16
Algonquin,ALGONQUIN SUSHI KING INC.,160702801,5,2177481.83,2061362.38,116119.45,645702,529582.55,116119.45,40068.13,34175.76,5892.37
Woodridge,"Leiserv, LLC",160702800,5,2859586.84,2578607.34,280979.5,949481,668501.33,280979.67,96968.29,82708.25,14260.04
Benld,Jessica Rieffer,160702794,6,132383.31,113558.72,18824.59,50253,31428.41,18824.59,6468.63,5517.36,951.27
Glendale Heights,Silver Oaks Bistro Inc.,160702784,6,10225082.27,9455070.93,770011.34,3383362,2613350.66,770011.34,265901.41,226798.25,39103.16
Alton,"Fork Restaurant Group Alton, LLC",160702781,6,6410901.17,5783339.14,627562.03,2238029,1610446.97,627582.03,216185.58,184393.58,31792
Marion County,Jears Market Inc.,160702780,6,5144455.53,4727597.25,416858.28,1495539,1078680.27,416858.73,143853.5,122698.57,21154.93
Robinson,Starr White Inc.,160702769,6,3579859.36,3221178.05,358681.31,1316772,958090.69,358681.31,123724.28,105529.54,18194.74
Addison,"SHOELESS JOE'S ALE HOUSE AND GRILLE, LLC",160702750,6,5902394.63,5404426.94,497967.69,2165735,1667767.37,497967.63,171571.22,146340.18,25231.04
Westchester,"KIKO RESTAURANT GROUP, INC.",160702743,6,6795800.95,6200223.95,595577,2416127,1820550,595577,205323.39,175128.77,30194.62
Toluca,Kelly Entertainment Corporation,160702732,4,13589.95,11427.08,2162.87,5511,3348.13,2162.87,757.02,645.69,111.33
Mendota,DGPN1 INC.,160702731,6,4244120.59,3866882.79,377237.8,1696916,1319678.2,377237.8,129676.54,110606.47,19070.07
Oak Lawn,"RITA'S STOP INN, INC.",160702694,6,1744586.9,1572706.53,171880.37,499802,327914.65,171887.35,59372.59,50641.34,8731.25
Eldorado,Russell Oil Co.,160702685,6,1367235.78,1242724.71,124511.07,421145,296633.93,124511.07,42941.94,36626.94,6315
Rock Falls,"BAPA SITARAM HOSPITALITY GROUP INC.,",160702675,5,473666.06,423277.41,50388.65,174188,123779.37,50408.63,17404.86,14845.36,2559.5
Wauconda,WHEATLAND MUSIC LLC,160702674,5,884430.58,801027.63,83402.95,284301,200798.05,83502.95,28838.15,24597.25,4240.9
Decatur,T&G Gaming LLC,160702672,6,6839662.26,6233874.07,605788.19,2454698,1848909.81,605788.19,209085.62,178337.72,30747.9
Country Club Hills,VIP BAR AND GRILL DANCE CLUB LLC,160702670,3,350197.24,315335.7,34861.54,133640,98778.46,34861.54,11979.41,10217.72,1761.69
Prospect Heights,"PROSPECT HOSPITALITY, INC.",160702663,5,638163.58,576141.68,62021.9,275365,213343.35,62021.65,21087.43,17986.34,3101.09
Savanna,FUND 01235 L.L.C.,160702660,2,614669.95,566874.49,47795.46,145889,98093.54,47795.46,16250.54,13860.74,2389.8
Harvard,"WILD DREAMS, INC.",160702643,6,8737574.13,7915077.88,822496.25,3085025,2262528.75,822496.25,283725.38,242001.04,41724.34
Vermilion County,SADIE GIRL INC.,160702636,6,6954712.95,6342900.56,611812.39,2382855,1771042.61,611812.39,211148.21,180097.04,31051.17
Elkhart,"GINA'S TALK OF THE TOWN, INC.",160702635,5,1690433.32,1550709.98,139723.34,588551,448827.66,139723.34,48152.06,41070.87,7081.19
Glenwood,"GLENWOOD ROLLER RINK, INC.",160702617,6,4554120.15,4158389.09,395731.06,1663358,1267627.56,395730.44,136267.51,116228.18,20039.33
Hillsboro,SELIKA INC.,160702609,6,3311231.26,3007967.86,303263.4,1017842,714578.6,303263.4,104545.54,89171.2,15374.34
Berkeley,Rockys' Gyros Inc.,160702608,6,2145827.2,1945591.44,200235.76,837495,637259.24,200235.76,68912.91,58778.67,10134.24
St. Charles,"SAINT CHARLES SPORTS, LLC",160702605,5,2824930.26,2574916.11,250014.15,917690,667675.85,250014.15,86055.96,73400.67,12655.29
Berkeley,Super Taco Express 1 Corp.,160702595,6,1890964.28,1742430.95,148533.33,561207,412674.03,148532.97,51130.86,43611.62,7519.24
Rochelle,"C.C.S. Golf, LLC",160702586,6,824983.16,752947.03,72036.13,323618,251581.87,72036.13,24851.46,21196.85,3654.61
Oakbrook Terrace,"OBT Pony Express, LLC",160702554,6,9282383.67,8507078.08,775305.59,3212082,2436776.47,775305.53,267261.3,227958.17,39303.13
St. Charles,"Riverside Pizza, Inc.",160702553,6,5787792.86,5328462.47,459330.39,1756304,1296973.61,459330.39,158395.48,135102.03,23293.45
Niles,"PAPAGALINO BAKERY, INC.",160702544,6,9695845.63,8896023.77,799821.86,2769037,1969215.14,799821.86,275993.2,235405.98,40587.22
Pekin,Jaimi's Place LLC,160702543,6,6749269.63,6121115.11,628154.52,2081199,1453044.48,628154.52,216694.08,184827.32,31866.76
Rock Falls,"Crystal Lake Recreation, Inc.",160702522,6,2085776.31,1927155.67,158620.64,462431,303795.8,158635.2,54714.39,46668.16,8046.23
Carbondale,"LITTLE VEGAS GAMING, LLC",160702520,6,10877625.46,10043317.51,834307.95,3491683,2657374.98,834308.02,288947.6,246455.29,42492.31
Shelbyville,"F.G.3, LLC",160702498,6,12941310.45,11858960.9,1082349.55,4016572,2934190.2,1082381.8,373251.84,318361.87,54889.97
Crestwood,"KERICH ENTERPRISES, INC.",160702496,6,3933447.31,3627857.94,305589.37,1333091,1027501.43,305589.57,105125.65,89666.01,15459.64
Broadview,"LUCKY DOG IV, INC.",160702495,6,1634139.3,1486415.19,147724.11,587000,439275.89,147724.11,50980.36,43483.24,7497.12
Lansing,Lynn M. Cartwright,160702494,6,4957686.94,4557372.46,400314.48,1759630,1359315.52,400314.48,138127.04,117814.23,20312.81
St. Charles,Northwoods Pub & Grill Inc.,160702493,6,5024461.8,4561413.25,463048.55,1733293,1270224.45,463068.55,159837.12,136331.68,23505.44
Olney,"Richland Motels, Inc.",160702482,6,1185537.35,1086567.31,98970.04,316286,217316.37,98969.63,34520.01,29443.53,5076.48
Fithian,"HIDEAWAY SLOTS N MORE, INC.",160702481,6,2007246.66,1796942.93,210303.73,773096,562792.69,210303.31,72448.24,61794.08,10654.16
West Peoria,"D and D Tiki, Inc.",160702473,6,1212570.26,1095834.16,116736.1,427528,310792.22,116735.78,40339.89,34407.56,5932.33
Antioch,The Pizza Join Biz LLC,160702472,6,5158919.08,4709988.03,448931.05,1828679,1379711.95,448967.05,154864.16,132090.02,22774.14
Oswego,"Stella's - Oswego, LLC",160702457,6,9518238.81,8628264.32,889974.49,3451811,2561836.51,889974.49,306676.77,261577.26,45099.51
Arthur,"ARM III, Inc.",160702453,6,3570609.21,3289934.94,280674.27,1312559,1031884.32,280674.68,96821.42,82583,14238.42
South Elgin,KOLIKO'S GAMING CAFE INC.,160702437,6,4592715.1,4163435.87,429279.23,1739897,1310617.77,429279.23,148173.41,126383.19,21790.22
Dolton,Lacey's Place LLC Series Dolton,160702433,6,7555612.81,6839300.43,716312.38,3184992,2468679.62,716312.38,247555.9,211150.64,36405.26
Bradley,Lacey's Place LLC Series Bradley,160702432,6,11767080.99,10702434.21,1064646.78,4041799,2977152.22,1064646.78,367204.64,313203.94,54000.7
Plano,Lacey's Place LLC Series Plano,160702431,6,5110966.24,4638047.51,472918.73,1730996,1258077.27,472918.73,162928.88,138968.76,23960.12
Lynwood,Lacey's Place LLC Series Lynwood,160702427,6,7318211.4,6719770.99,598440.41,2744441,2146000.59,598440.41,206118.83,175807.25,30311.58
Peoria,Pioneer University Roadhouse Inc.,160702425,6,3650874.2,3326032.69,324841.51,1310560,985700.05,324859.95,112202.99,95702.53,16500.46
Romeoville,Lacey's Place LLC Series Romeoville 2,160702423,6,10591567.37,9543855.87,1047711.5,3601449,2553718.5,1047730.5,361751.07,308552.38,53198.69
Kankakee,Lacey's Place LLC Series Kankakee,160702422,6,8381684.34,7548188.39,833495.95,3235180,2401684.05,833495.95,287771.83,245452.45,42319.38
Markham,Lacey's Place LLC Series Markham,160702421,6,9925809.17,9002545.59,923263.58,4140827,3217563.12,923263.88,318382.34,271561.4,46820.94
Decatur,Lacey's Place LLC Series Decatur,160702420,6,6004827.96,5428452.9,576375.06,2247539,1671163.94,576375.06,198399.21,169222.86,29176.35
Champaign,Lacey's Place LLC Series Champaign,160702419,6,7347525.88,6694004.39,653521.49,2725763,2072146.33,653616.67,225065.72,191967.82,33097.9
Lemont,JEP INC.,160702417,6,12319126.39,11277341.18,1041785.21,4069612,3027826.79,1041785.21,359145.48,306329.97,52815.51
Prospect Heights,"Stella's - Prospect Heights, LLC",160702416,6,1742909.12,1557419.58,185489.54,618288,432798.46,185489.54,64921.39,55374.13,9547.26
St. Charles,BK & MM VENTURES LLC,160702415,6,8450574.05,7715663.13,734910.92,2701025,1966101.33,734923.67,253112.25,215889.89,37222.36
Johnsburg,"I. M. STEIN, INC.",160702411,6,4018867.36,3626962.45,391904.91,1325973,934068.09,391904.91,135302.41,115405.04,19897.37
River Grove,"B.O.D, Corp.,",160702399,6,8347944.97,7645869.21,702075.76,2647564,1945488.24,702075.76,242727.71,207032.44,35695.27
Belvidere,"Goldfish Gaming, Inc.",160702394,6,4178252.99,3787631.48,390621.51,1519532,1128910.49,390621.51,134730.02,114916.79,19813.23
St. Charles,"Alley 64, INC.",160702383,6,10039601.76,9178983.71,860618.05,3380742,2520123.95,860618.05,297477.35,253730.67,43746.68
Round Lake Beach,Blackhawk Restaurant Group LLC Series RLCommons,160702377,6,9713585.36,8915927.66,797657.7,3089765,2292105.71,797659.29,275272.33,234791.1,40481.23
Round Lake Beach,Blackhawk Restaurant Group LLC,160702376,6,11730756.89,10665933.57,1064823.32,3783091,2718267.68,1064823.32,367381.05,313354.44,54026.61
Lyons,REVL INC.,160702361,6,3553796.18,3233701.65,320094.53,1182165,862070.47,320094.53,110598.6,94334.1,16264.5
Mount Zion,"CAC Restaurants, Inc.",160702342,6,5324712.7,4784382.77,540329.93,1796815,1256469.32,540345.68,186210.38,158826.5,27383.88
Highland,Lacey's Place LLC Series Highland,160702338,6,10907700.93,9892565.31,1015135.62,3702942,2687806.38,1015135.62,349888.14,298434.01,51454.13
Centralia,Lacey's Place LLC Series Centralia,160702337,6,6110469.93,5588381.5,522088.43,1930655,1408566.57,522088.43,180210.2,153708.7,26501.5
Sterling,"Vegas Slots & Gaming, Inc.",160702324,6,9151040.43,8368572.86,782467.57,3045587,2263119.43,782467.57,270085.58,230367.1,39718.48
Chillicothe,"Nat's Place, LLC",160702323,6,8435490.55,7718830.57,716659.98,2842280,2125620.02,716659.98,247189.61,210838.19,36351.42
Summit,REEL DEAL INC.,160702308,6,401101.06,372185.67,28915.39,158479,129563.65,28915.35,9995.42,8525.5,1469.92
Hillsboro,"HILLSBORO GARDEN FAMILY RESTAURANT, INC.",160702307,6,1998550.96,1850744.64,147806.32,678846,531036.68,147809.32,50972.03,43476.16,7495.87
Niles,LAYALENA BANQUETS INC.,160702265,6,9585339.43,8702140.14,883199.29,3531868,2648668.71,883199.29,304577.33,259786.55,44790.78
Niles,"THE BACK ROOM, INC.",160702249,6,574508.31,510366.97,64141.34,232960,168818.46,64141.54,21808.11,18601.04,3207.07
Taylorville,"Farm Tavern of Taylorville, Inc.",160702248,6,1403144.46,1273095.49,130048.97,462689,332640.03,130048.97,44957.58,38346.17,6611.41
Niles,"SAMCENT, INC.",160702223,6,4647200.89,4212884.87,434316.02,1605893,1171576.98,434316.02,149915.69,127869.26,22046.43
Alton,"Reggie's Place, Inc.",160702221,6,2733760.99,2491737.6,242023.39,1001221,759197.61,242023.39,83384.54,71122.12,12262.42
Wheeling,JOE'S PIZZERIA INC.,160702202,3,1257594.51,1136249.06,121345.45,422610,301264.55,121345.45,41759.26,35618.19,6141.07
Niles,"TSD, INC.",160702177,6,6976477.29,6357934.27,618543.02,2570577,1952034.58,618542.42,213011.71,181686.49,31325.22
Niles,"HERE'S CHEERS, INC.",160702166,6,11743397.62,10802376.04,941021.58,3784206,2843177.02,941028.98,324566.03,276835.72,47730.31
Loves Park,"Joe's Casa Di Amici, Inc.",160702148,5,112483.05,105098.09,7384.96,42763,35378.08,7384.92,2549.46,2174.54,374.92
Girard,Jackpot Gaming LLC,160702134,6,6266399.95,5618979.96,647419.99,2108693,1461273.01,647419.99,222756.53,189998.25,32758.28
Summit,LUCKY 7'S CAFE LLC,160702122,6,7440826.09,6813020.01,627806.08,2375089,1747282.92,627806.08,216213.46,184417.36,31796.1
Pekin,"Ware Brands, Inc. ",160702109,6,7457054.36,6674796.34,782258.02,2151826,1369567.98,782258.02,269990.62,230286.13,39704.49
Lake Zurich,Blue Horizons Enterprises Inc.,160702108,6,4863129.45,4467745.13,395384.32,1456457,1061072.68,395384.32,136284.33,116242.55,20041.78
Indian Head Park,"Cardinal Restaurant Group, LLC",160702100,6,5139940.3,4676830.13,463110.17,1869707,1406597.23,463109.77,159779.08,136282.18,23496.9
Niles,"CHASERS BAR & GRILL, INC.",160702099,6,13279866.55,12042364.97,1237501.58,4430481,3192959.62,1237521.38,426537.72,363811.58,62726.14
North Pekin,Cardinal Restaurant Group - North Pekin LLC,160702097,6,6539833.61,6006379.25,533454.36,1926392,1392937.64,533454.36,183968.92,156914.68,27054.24
Crestwood,THE HIDEOUT 137 LLC,160702096,6,4504410.94,4092278.69,412132.25,1612794,1200661.75,412132.25,142333.87,121402.4,20931.47
Hillside,"CHAHILL MANAGEMENT INC.,",160702094,6,5606594.91,5106473.72,500121.19,2104871,1604748.81,500122.19,172404.24,147050.69,25353.55
Berwyn,"D&A GAMING, INC.",160702079,6,1718771.19,1564198.75,154572.44,581429,426856.46,154572.54,53403.83,45550.33,7853.5
Avon,JR ANDERSON INC.,160702078,5,1984070.53,1786115.57,197954.96,674233,476278.14,197954.86,68334.96,58285.7,10049.26
Chillicothe,"Di & Tom's Downtown, Inc.",160702077,4,1613027.63,1472742.82,140284.81,580482,440197.63,140284.37,48303.33,41199.9,7103.43
Crestwood,"Glass Half Full, LLC",160702072,6,7450078.72,6925728.99,524349.73,2662975,2138625.27,524349.73,180838.5,154244.62,26593.88
Granite City,"Pavia's Place, LLC",160702071,6,2231836.96,2062348.31,169488.65,747774,578285.15,169488.85,58417.6,49826.81,8590.79
Peoria Heights,"KAYDEE EVANS, INC.",160702063,6,7541740,6852726.75,689013.25,2629578,1940564.75,689013.25,237532.26,202601.04,34931.22
Tinley Park,"Little Joe's Restaurant & Pizza, Inc.",160702061,6,3919135.81,3610708.57,308427.24,1385180,1076712.55,308467.45,107184.43,91422.02,15762.41
Clinton County,ROBERT ENTERPRISES LLC,160702032,6,3159102.9,2874266.75,284836.15,1225076,940240.41,284835.59,98190.09,83750.35,14439.74
Buffalo Grove,"Nino's Pizzeria, Inc.",160702012,6,3760623.55,3450717.51,309906.04,1285116,975209.96,309906.04,106783.25,91079.81,15703.44
Prairie Grove,"2520 PG, Inc.",160702010,6,6511876.1,5996706.16,515169.94,2281001,1765830.77,515170.23,177784.05,151639.36,26144.69
Niles,"Yacko's of Niles, Inc.",160702009,6,8471384.23,7694031.58,777352.65,2623606,1846212.71,777393.29,268308.71,228851.56,39457.15
North Pekin,"CDBG ENTERPRISES, INC.",160701990,6,4220497.7,3853932.28,366565.42,1403324,1036758.58,366565.42,126158.74,107606.01,18552.73
Altamont,"Ramsey Enterprises, LLC",160701987,3,374974.4,337034.84,37939.56,95688,57748.42,37939.58,13107.54,11179.97,1927.57
Mokena,"FOX'S ON WOLF, INC.",160701986,5,3446328.68,3142488.63,303840.05,1240698,936858.45,303839.55,104809.87,89396.66,15413.21
Vermilion County,"4ME, INC.",160701975,6,4044019.88,3708907.98,335111.9,1577556,1242444.1,335111.9,115607.94,98606.77,17001.17
Yorkville,BBQ123 DBA SOUTHBANK ORIGINAL BARBEQUE LLC,160701973,4,397485.08,357485.48,39999.6,140279,100278.44,40000.56,13819.41,11787.14,2032.27
Niles,"LEISERV, LLC",160701964,5,927337.26,839855.16,87482.1,314053,226570.9,87482.1,30047.94,25629.14,4418.8
